Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,6/27/2020,2020,6,27,,30.3,,18.2,,24.2,,0,,6.2,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/28/2020,2020,6,28,,29.7,,18.3,,24,,0,,6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/29/2020,2020,6,29,,30.1,,19.7,,24.9,,0,,6.9,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,6/30/2020,2020,6,30,,27.3,,20.3,,23.8,,0,,5.8,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/1/2020,2020,7,1,,28.8,,19.3,,24,,0,,6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/2/2020,2020,7,2,,35.5,,23.2,,29.4,,0,,11.4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/3/2020,2020,7,3,,33.3,,22.2,,27.8,,0,,9.8,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/4/2020,2020,7,4,,30.8,,21.4,,26.1,,0,,8.1,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/5/2020,2020,7,5,,33.4,,19.1,,26.3,,0,,8.3,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/6/2020,2020,7,6,,30.1,,23.1,,26.6,,0,,8.6,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/7/2020,2020,7,7,,34,,22,,28,,0,,10,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/8/2020,2020,7,8,,33,,21.6,,27.3,,0,,9.3,,,,,,14.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/9/2020,2020,7,9,,34.2,,23.8,,29,,0,,11,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/10/2020,2020,7,10,,31.5,,22.8,,27.1,,0,,9.1,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/11/2020,2020,7,11,,29.7,,21,,25.4,,0,,7.4,,,,,,4.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/12/2020,2020,7,12,,27.9,,19.1,,23.5,,0,,5.5,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/13/2020,2020,7,13,,26.7,,18.7,,22.7,,0,,4.7,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/14/2020,2020,7,14,,27.4,,18.3,,22.9,,0,,4.9,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/15/2020,2020,7,15,,28.8,,19.5,,24.2,,0,,6.2,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/16/2020,2020,7,16,,25.3,,22.5,,23.9,,0,,5.9,,,,,,4.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/17/2020,2020,7,17,,30.6,,21.1,,25.9,,0,,7.9,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/18/2020,2020,7,18,,32.3,,21,,26.7,,0,,8.7,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/19/2020,2020,7,19,,29.5,,21.7,,25.6,,0,,7.6,,,,,,11.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/20/2020,2020,7,20,,30.8,,19.2,,25,,0,,7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/21/2020,2020,7,21,,26.5,,17.1,,21.8,,0,,3.8,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/22/2020,2020,7,22,,26.2,,20.8,,23.5,,0,,5.5,,,,,,21.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/23/2020,2020,7,23,,28.1,,19.7,,23.9,,0,,5.9,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/24/2020,2020,7,24,,28,,19.3,,23.6,,0,,5.6,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/25/2020,2020,7,25,,30,,18.8,,24.4,,0,,6.4,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/26/2020,2020,7,26,,33.8,,21.1,,27.5,,0,,9.5,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/27/2020,2020,7,27,,33.2,,22.8,,28,,0,,10,,,,,,2.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/28/2020,2020,7,28,,31.6,,19.6,,25.6,,0,,7.6,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/29/2020,2020,7,29,,29.7,,19.4,,24.6,,0,,6.6,,,,,,1.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/30/2020,2020,7,30,,28.5,,18.2,,23.3,,0,,5.3,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,7/31/2020,2020,7,31,,28.6,,19.8,,24.2,,0,,6.2,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/1/2020,2020,8,1,,29.3,,20.2,,24.8,,0,,6.8,,,,,,4.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/2/2020,2020,8,2,,26.3,,19.9,,23.1,,0,,5.1,,,,,,39.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/3/2020,2020,8,3,,25.7,,18.2,,21.9,,0,,3.9,,,,,,22.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/4/2020,2020,8,4,,24,,17.7,,20.8,,0,,2.8,,,,,,12.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/5/2020,2020,8,5,,24.6,,15.3,,20,,0,,2,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/6/2020,2020,8,6,,23.9,,14.1,,19,,0,,1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/7/2020,2020,8,7,,25.6,,16.4,,21,,0,,3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/8/2020,2020,8,8,,27.8,,17.1,,22.5,,0,,4.5,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/9/2020,2020,8,9,,29.1,,20.2,,24.7,,0,,6.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/10/2020,2020,8,10,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/11/2020,2020,8,11,,30.4,,18,,24.2,,0,,6.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/12/2020,2020,8,12,,29.8,,16.4,,23.1,,0,,5.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/13/2020,2020,8,13,,29.5,,20.7,,25.1,,0,,7.1,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/14/2020,2020,8,14,,28.6,,21.2,,24.9,,0,,6.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/15/2020,2020,8,15,,27.2,,19.6,,23.4,,0,,5.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/16/2020,2020,8,16,,25,,19.1,,22.1,,0,,4.1,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/17/2020,2020,8,17,,26.9,,16.9,,21.9,,0,,3.9,,,,,,6.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/18/2020,2020,8,18,,25.2,,15.1,,20.2,,0,,2.2,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/19/2020,2020,8,19,,24,,13.7,,18.8,,0,,0.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/20/2020,2020,8,20,,26.2,,13.6,,19.9,,0,,1.9,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/21/2020,2020,8,21,,29.9,,17.9,,23.9,,0,,5.9,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/22/2020,2020,8,22,,30.1,,20.6,,25.3,,0,,7.3,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/23/2020,2020,8,23,,31.2,,19.8,,25.5,,0,,7.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/24/2020,2020,8,24,,33.2,,21.5,,27.4,,0,,9.4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/25/2020,2020,8,25,,28,,17.8,,22.9,,0,,4.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/26/2020,2020,8,26,,21.6,,15,,18.3,,0,,0.3,,,,,,7.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/27/2020,2020,8,27,,30.3,,19.4,,24.9,,0,,6.9,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/28/2020,2020,8,28,,23.6,,17.5,,20.6,,0,,2.6,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/29/2020,2020,8,29,,26.8,,17.2,,22,,0,,4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/30/2020,2020,8,30,,23,,15.9,,19.4,,0,,1.4,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,8/31/2020,2020,8,31,,24.1,,15.6,,19.8,,0,,1.8,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/1/2020,2020,9,1,,28.2,,20.1,,24.1,,0,,6.1,,,,,,1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/2/2020,2020,9,2,,27.7,,19,,23.4,,0,,5.4,,,,,,3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/3/2020,2020,9,3,,27.4,,15.6,,21.5,,0,,3.5,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/4/2020,2020,9,4,,23.9,,14.5,,19.2,,0,,1.2,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/5/2020,2020,9,5,,22,,12.9,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/6/2020,2020,9,6,,22.1,,11.6,,16.8,,1.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/7/2020,2020,9,7,,24.3,,16.5,,20.4,,0,,2.4,,,,,,5.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/8/2020,2020,9,8,,17.2,,15,,16.1,,1.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/9/2020,2020,9,9,,19.2,,14.5,,16.8,,1.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/10/2020,2020,9,10,,20.7,,14.1,,17.4,,0.6,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/11/2020,2020,9,11,,16.5,,11.9,,14.2,,3.8,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/12/2020,2020,9,12,,21,,12,,16.5,,1.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/13/2020,2020,9,13,,26.1,,15.8,,21,,0,,3,,,,,,9.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/14/2020,2020,9,14,,17.8,,9.6,,13.7,,4.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/15/2020,2020,9,15,,18.7,,9.3,,14,,4,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/16/2020,2020,9,16,,23,,14.4,,18.7,,0,,0.7,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/17/2020,2020,9,17,,19.4,,10.4,,14.9,,3.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/18/2020,2020,9,18,,16.1,,7.7,,11.9,,6.1,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/19/2020,2020,9,19,,14.4,,6.5,,10.4,,7.6,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/20/2020,2020,9,20,,16.7,,9.3,,13,,5,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/21/2020,2020,9,21,,18.9,,9.1,,14,,4,,0,,,,,,0.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/22/2020,2020,9,22,,20.7,,9.5,,15.1,,2.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/23/2020,2020,9,23,,27.1,,12.5,,19.8,,0,,1.8,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/24/2020,2020,9,24,,24.3,,14,,19.2,,0,,1.2,,,,,,4.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/25/2020,2020,9,25,,23.1,,15.9,,19.5,,0,,1.5,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/26/2020,2020,9,26,,24.6,,14.1,,19.4,,0,,1.4,,,,,,0.9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/27/2020,2020,9,27,,24.7,,19.4,,22,,0,,4,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/28/2020,2020,9,28,,26,,15.4,,20.7,,0,,2.7,,,,,,5.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/29/2020,2020,9,29,,18.6,,13.3,,15.9,,2.1,,0,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,9/30/2020,2020,9,30,,18.8,,11.2,,15,,3,,0,,,,,,7.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/1/2020,2020,10,1,,17.8,,9.5,,13.7,,4.3,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/2/2020,2020,10,2,,14.9,,6.8,,10.8,,7.2,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/3/2020,2020,10,3,,12.8,,4.9,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/4/2020,2020,10,4,,11.9,,7.7,,9.8,,8.2,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/5/2020,2020,10,5,,15.2,,8.1,,11.7,,6.3,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/6/2020,2020,10,6,,17.2,,8.6,,12.9,,5.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/7/2020,2020,10,7,,18.7,,10,,14.3,,3.7,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/8/2020,2020,10,8,,13.3,,6.9,,10.1,,7.9,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/9/2020,2020,10,9,,16.5,,6,,11.2,,6.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/10/2020,2020,10,10,,22.4,,10,,16.2,,1.8,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/11/2020,2020,10,11,,10.9,,6.8,,8.9,,9.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/12/2020,2020,10,12,,16,,8.3,,12.1,,5.9,,0,,,,,,0.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/13/2020,2020,10,13,,17.9,,11,,14.4,,3.6,,0,,,,,,5.5,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/14/2020,2020,10,14,,16.2,,8.4,,12.3,,5.7,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/15/2020,2020,10,15,,16.1,,9.1,,12.6,,5.4,,0,,,,,,9.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/16/2020,2020,10,16,,11.9,,5.4,,8.7,,9.3,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/17/2020,2020,10,17,,13.8,,5.3,,9.6,,8.4,,0,,,,,,1.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/18/2020,2020,10,18,,14.1,,7,,10.5,,7.5,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/19/2020,2020,10,19,,8.4,,6.7,,7.5,,10.5,,0,,,,,,4.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/20/2020,2020,10,20,,11.3,,6.4,,8.9,,9.1,,0,,,,,,1.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/21/2020,2020,10,21,,17.4,,8.9,,13.1,,4.9,,0,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/22/2020,2020,10,22,,12.5,,8.8,,10.6,,7.4,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/23/2020,2020,10,23,,22.8,,9.3,,16,,2,,0,,,,,,3.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/24/2020,2020,10,24,,9.3,,3.8,,6.6,,11.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/25/2020,2020,10,25,,7.3,,3.1,,5.2,,12.8,,0,,,,,,0.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/26/2020,2020,10,26,,8.6,,3.9,,6.3,,11.7,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/27/2020,2020,10,27,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/28/2020,2020,10,28,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/29/2020,2020,10,29,,10.7,,2.9,,6.8,,11.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/30/2020,2020,10,30,,3.3,,-1.9,,0.7,,17.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,10/31/2020,2020,10,31,,8.6,,-2.8,,2.9,,15.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/1/2020,2020,11,1,,12,,0.5,,6.3,,11.7,,0,,,,,,6.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/2/2020,2020,11,2,,7.7,,-1.1,,3.3,,14.7,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/3/2020,2020,11,3,,7.7,,4.6,,6.2,,11.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/4/2020,2020,11,4,,16.8,,5.2,,11,,7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/5/2020,2020,11,5,,17,,10.7,,13.9,,4.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/6/2020,2020,11,6,,18.2,,9.6,,13.9,,4.1,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/7/2020,2020,11,7,,19.3,,10.5,,14.9,,3.1,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/8/2020,2020,11,8,,19.1,,8.5,,13.8,,4.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/9/2020,2020,11,9,,20,,10,,15,,3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/10/2020,2020,11,10,,21.6,,10.3,,16,,2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/11/2020,2020,11,11,,18.3,,6.6,,12.4,,5.6,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/12/2020,2020,11,12,,9.4,,5.1,,7.2,,10.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/13/2020,2020,11,13,,9.6,,5,,7.3,,10.7,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/14/2020,2020,11,14,,8.1,,2.9,,5.5,,12.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/15/2020,2020,11,15,,12.9,,4.1,,8.5,,9.5,,0,,,,,,10.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/16/2020,2020,11,16,,5,,3,,4,,14,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/17/2020,2020,11,17,,4.1,,-4.6,,-0.2,,18.2,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/18/2020,2020,11,18,,3.8,,-4.8,,-0.5,,18.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/19/2020,2020,11,19,,15.1,,3.4,,9.2,,8.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/20/2020,2020,11,20,,17.2,,7.2,,12.2,,5.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/21/2020,2020,11,21,,7.4,,1.6,,4.5,,13.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/22/2020,2020,11,22,,3,,0.4,,1.7,,16.3,,0,,,,,,17.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/23/2020,2020,11,23,,4.3,,-0.4,,1.9,,16.1,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/24/2020,2020,11,24,,3,,-0.7,,1.1,,16.9,,0,,,,,,1.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/25/2020,2020,11,25,,8.3,,1.8,,5.1,,12.9,,0,,,,,,5.7,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/26/2020,2020,11,26,,11.8,,6.9,,9.3,,8.7,,0,,,,,,0.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/27/2020,2020,11,27,,8.2,,6.3,,7.3,,10.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/28/2020,2020,11,28,,7.6,,3.7,,5.6,,12.4,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/29/2020,2020,11,29,,10.1,,3.1,,6.6,,11.4,,0,,,,,,0,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,11/30/2020,2020,11,30,,7.2,,0,,3.6,,14.4,,0,,,,,,23.4,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/1/2020,2020,12,1,,0.4,,-1.9,,-0.7,,18.7,,0,,,,,,4.6,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/2/2020,2020,12,2,,4.8,,-0.8,,2,,16,,0,,,,,,0,,1,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/3/2020,2020,12,3,,5.7,,0.8,,3.3,,14.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/4/2020,2020,12,4,,4.7,,1.4,,3,,15,,0,,,,,,5.6,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/5/2020,2020,12,5,,2.5,,-3.4,,-0.5,,18.5,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/6/2020,2020,12,6,,1.1,,-4.5,,-1.7,,19.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/7/2020,2020,12,7,,1.1,,-4.9,,-1.9,,19.9,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/8/2020,2020,12,8,,2.5,,-5.2,,-1.3,,19.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/9/2020,2020,12,9,,4.7,,0.4,,2.5,,15.5,,0,,,,,,7,,2,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/10/2020,2020,12,10,,6.2,,2.5,,4.4,,13.6,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/11/2020,2020,12,11,,9.5,,2.9,,6.2,,11.8,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/12/2020,2020,12,12,,9.4,,3.9,,6.7,,11.3,,0,,,,,,9,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/13/2020,2020,12,13,,7.2,,0.4,,3.8,,14.2,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/14/2020,2020,12,14,,2.5,,-1.8,,0.4,,17.6,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/15/2020,2020,12,15,,-1.7,,-6.9,,-4.3,,22.3,,0,,,,,,0.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/16/2020,2020,12,16,,-4.8,,-7.1,,-5.9,,23.9,,0,,,,,,0.3,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/17/2020,2020,12,17,,-2.9,,-7.2,,-5,,23,,0,,,,,,0.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/18/2020,2020,12,18,,0.4,,-7,,-3.3,,21.3,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/19/2020,2020,12,19,,3,,0.3,,1.7,,16.3,,0,,,,,,2.1,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/20/2020,2020,12,20,,5.3,,1.5,,3.4,,14.6,,0,,,,,,1.1,,0,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/21/2020,2020,12,21,,4.6,,0.2,,2.4,,15.6,,0,,,,,,0.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/22/2020,2020,12,22,,4.1,,0.5,,2.3,,15.7,,0,,,,,,0,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/23/2020,2020,12,23,,8.2,,1.7,,5,,13,,0,,,,,,0.8,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/24/2020,2020,12,24,,9.5,,-2.2,,3.7,,14.3,,0,,,,,,12.2,,,,,M,,M
-79.4,43.67,TORONTO CITY,6158355,12/25/2020,2020,12,25,,0.2,,-4.7,,-2.2,,20.2,,0,,,,,,5.1,,4,,,M,,M
